lengths,angles,species,coords
"[5.9, 5.9, 5.9]","[60.0, 60.0, 60.0]","['Li', 'Li', 'Li', 'Fe', 'Fe', 'Fe', 'Ni', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.47, 0.27, 0.89], [0.97, 0.27, 0.39], [0.97, 0.77, 0.89], [0.97, 0.77, 0.39], [0.47, 0.27, 0.39], [0.47, 0.77, 0.89], [0.47, 0.77, 0.39], [0.7, 0.01, 0.63], [0.23, 0.02, 0.15], [0.24, 0.54, 0.62], [0.22, 0.53, 0.14], [0.71, 0.55, 0.17], [0.72, 0.52, 0.64], [0.74, 0.03, 0.13], [0.22, 0.04, 0.65]]"
"[3.8, 3.8, 3.8]","[59.0, 59.0, 59.0]","['Pa', 'O', 'O']","[[0.25, 0.49, 0.18], [0.5, 0.74, 0.43], [0.0, 0.24, 0.93]]"
"[0.16, 0.16, 0.16]","[90.0, 90.0, 90.0]","['Mn', 'Mn', 'Mn', 'Mn', 'Ni', 'Ni', 'Ni', 'Ni', 'Sn', 'Sn', 'Sn', 'Sn', 'Pd', 'Pd', 'Pd', 'Pd']","[[0.63, 0.7, 0.11], [0.13, 0.35, 0.61], [0.63, 0.7, 0.61], [0.13, 0.35, 0.11], [0.88, 0.58, 0.36], [0.38, 0.53, 0.86], [0.38, 0.53, 0.36], [0.88, 0.58, 0.86], [0.88, 0.04, 0.11], [0.38, 0.07, 0.61], [0.38, 0.07, 0.11], [0.88, 0.04, 0.61], [0.13, 0.7, 0.36], [0.63, 0.35, 0.86], [0.63, 0.35, 0.36], [0.13, 0.7, 0.86]]"
"[4.0, 4.0, 4.0]","[90.0, 90.0, 90.0]","['Ce', 'Rh', 'Rh', 'Rh']","[[0.13, 0.69, 0.47], [0.13, 0.19, 0.97], [0.63, 0.19, 0.47], [0.63, 0.69, 0.97]]"
"[0.78, 3.9, 7.0]","[90.0, 90.0, 90.0]","['Ca', 'Ca', 'C', 'C', 'C', 'C']","[[0.91, 0.5, 0.39], [0.41, 0.5, 0.89], [0.24, 0.0, 0.56], [0.74, 0.0, 0.72], [0.58, 0.0, 0.22], [0.08, 0.0, 0.06]]"
"[3.8, 7.2, 13.3]","[90.0, 90.0, 90.0]","['Na', 'Na', 'Na', 'Na', 'Zr', 'Zr', 'Cu', 'Cu', 'Cu', 'Cu', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","[[0.83, 0.9, 0.63], [0.83, 0.89, 0.09], [0.83, 0.39, 0.13], [0.83, 0.4, 0.59], [0.33, 0.9, 0.36], [0.33, 0.4, 0.86], [0.83, 0.4, 0.86], [0.83, 0.9, 0.36], [0.33, 0.4, 0.36], [0.33, 0.9, 0.86], [0.33, 0.63, 0.48], [0.33, 0.64, 0.98], [0.33, 0.14, 0.75], [0.33, 0.15, 0.25], [0.83, 0.65, 0.75], [0.83, 0.14, 0.48], [0.83, 0.65, 0.25], [0.83, 0.13, 0.98]]"
"[5.8, 5.8, 5.8]","[138.0, 138.0, 60.0]","['Y', 'Si', 'Si', 'Ir', 'Ir']","[[0.83, 0.99, 0.63], [0.46, 0.62, 0.63], [0.21, 0.36, 0.63], [0.08, 0.74, 0.13], [0.58, 0.24, 0.13]]"
"[4.4, 9.7, 12.5]","[86.0, 90.0, 90.0]","['La', 'La', 'La', 'La', 'La', 'La', 'Ru', 'Ru', 'I', 'I', 'I', 'I', 'I', 'I']","[[0.77, 0.27, 0.49], [0.27, 0.69, 0.27], [0.77, 0.87, 0.69], [0.27, 0.1, 0.07], [0.77, 0.89, 0.41], [0.27, 0.08, 0.35], [0.77, 0.89, 0.28], [0.27, 0.08, 0.49], [0.77, 0.85, 0.99], [0.27, 0.12, 0.77], [0.77, 0.37, 0.24], [0.27, 0.6, 0.52], [0.77, 0.38, 0.77], [0.27, 0.59, 0.99]]"
"[7.1, 7.1, 5.2]","[69.0, 69.0, 114.0]","['Eu', 'Eu', 'Nb', 'Nb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.17, 0.12, 0.61], [0.92, 0.37, 0.11], [0.66, 0.63, 0.61], [0.43, 0.86, 0.11], [0.27, 0.79, 0.51], [0.55, 0.22, 0.7], [0.83, 0.72, 0.2], [0.75, 0.02, 0.01], [0.97, 0.56, 0.68], [0.34, 0.32, 0.03], [0.12, 0.5, 0.18], [0.39, 0.93, 0.03], [0.59, 0.68, 0.18], [0.7, 0.26, 0.53], [0.3, 0.99, 0.53], [0.05, 0.9, 0.03]]"
"[4.6, 4.6, 4.6]","[59.0, 59.0, 59.0]","['Zr', 'Sc', 'Ru', 'Ru']","[[0.62, 0.94, 0.59], [0.12, 0.44, 0.09], [0.87, 0.19, 0.84], [0.37, 0.69, 0.34]]"
"[4.1, 4.1, 10.0]","[101.0, 101.0, 90.0]","['Sr', 'Sr', 'Mn', 'Mn', 'Mn', 'As', 'O', 'O']","[[0.18, 0.12, 0.69], [0.8, 0.74, 0.94], [0.49, 0.93, 0.31], [0.99, 0.43, 0.31], [0.39, 0.53, 0.11], [0.59, 0.33, 0.51], [0.99, 0.93, 0.31], [0.49, 0.43, 0.31]]"
"[5.7, 5.7, 7.8]","[69.0, 69.0, 71.0]","['Ca', 'Ca', 'Fe', 'Fe', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.84, 0.41, 0.19], [0.78, 0.47, 0.69], [0.31, 0.94, 0.94], [0.31, 0.94, 0.44], [0.42, 0.83, 0.69], [0.21, 0.05, 0.19], [0.0, 0.72, 0.56], [0.53, 0.25, 0.32], [0.02, 0.2, 0.49], [0.04, 0.22, 0.89], [0.99, 0.75, 0.09], [0.51, 0.27, 0.78], [0.55, 0.73, 0.39], [0.52, 0.7, 0.99]]"
"[10.0, 10.0, 11.0]","[116.0, 116.0, 89.0]","['Cs', 'Cs', 'Cs', 'Cs', 'Cs', 'Cs', 'Np', 'Np', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'O', 'O', 'O', 'O']","[[0.85, 0.04, 0.3], [0.38, 0.57, 0.3], [0.11, 0.81, 0.8], [0.61, 0.31, 0.8], [0.89, 0.59, 0.33], [0.33, 0.02, 0.27], [0.61, 0.81, 0.8], [0.11, 0.31, 0.8], [0.12, 0.06, 0.54], [0.6, 0.06, 0.54], [0.12, 0.54, 0.54], [0.6, 0.54, 0.54], [0.86, 0.32, 0.04], [0.12, 0.06, 0.04], [0.36, 0.82, 0.04], [0.86, 0.81, 0.04], [0.36, 0.31, 0.04], [0.36, 0.54, 0.8], [0.86, 0.54, 0.8], [0.36, 0.06, 0.8], [0.61, 0.81, 0.3], [0.11, 0.31, 0.3], [0.87, 0.05, 0.8], [0.35, 0.54, 0.8]]"
"[7.2, 7.2, 6.6]","[90.0, 90.0, 120.0]","['K', 'K', 'Zn', 'Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.41, 0.78, 0.99], [0.07, 0.11, 0.29], [0.74, 0.44, 0.14], [0.07, 0.11, 0.78], [0.41, 0.78, 0.51], [0.74, 0.44, 0.64], [0.12, 0.3, 0.87], [0.89, 0.73, 0.87], [0.89, 0.3, 0.87], [0.85, 0.59, 0.41], [0.53, 0.16, 0.41], [0.53, 0.59, 0.41], [0.41, 0.78, 0.61], [0.07, 0.11, 0.66]]"
"[5.2, 5.2, 5.2]","[90.0, 90.0, 90.0]","['Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Nb', 'Os', 'Au']","[[0.57, 0.47, 0.87], [0.07, 0.23, 0.12], [0.32, 0.97, 0.62], [0.57, 0.47, 0.37], [0.07, 0.72, 0.12], [0.82, 0.97, 0.62], [0.57, 0.97, 0.12], [0.07, 0.47, 0.62]]"
"[6.4, 6.3, 10.6]","[55.0, 90.0, 90.0]","['Li', 'Li', 'Li', 'Li', 'Y', 'Y', 'Y', 'Y', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.24, 0.48, 0.85], [0.74, 0.48, 0.35], [0.24, 0.98, 0.35], [0.74, 0.98, 0.85], [0.74, 0.23, 0.1], [0.24, 0.73, 0.1], [0.74, 0.73, 0.6], [0.24, 0.23, 0.6], [0.28, 0.13, 0.11], [0.78, 0.84, 0.08], [0.2, 0.84, 0.58], [0.7, 0.13, 0.61], [0.93, 0.76, 0.29], [0.43, 0.2, 0.91], [0.55, 0.2, 0.41], [0.05, 0.76, 0.79], [0.03, 0.34, 0.91], [0.53, 0.63, 0.29], [0.44, 0.63, 0.79], [0.94, 0.34, 0.41], [0.07, 0.12, 0.76], [0.57, 0.85, 0.44], [0.41, 0.85, 0.94], [0.91, 0.12, 0.26]]"
"[8.1, 8.1, 8.1]","[59.0, 59.0, 59.0]","['Rb', 'Rb', 'Hg', 'As', 'Br', 'Br', 'Br', 'Br', 'Br', 'Br']","[[0.85, 0.24, 0.24], [0.35, 0.74, 0.74], [0.6, 0.99, 0.99], [0.1, 0.49, 0.49], [0.86, 0.73, 0.73], [0.34, 0.73, 0.25], [0.34, 0.25, 0.25], [0.34, 0.25, 0.73], [0.86, 0.73, 0.25], [0.86, 0.25, 0.73]]"
"[4.0, 4.0, 7.9]","[90.0, 90.0, 90.0]","['Ba', 'Y', 'Mn', 'Mn', 'O', 'O', 'O', 'O', 'O']","[[0.87, 0.3, 0.76], [0.87, 0.3, 0.26], [0.37, 0.8, 0.02], [0.37, 0.8, 0.5], [0.37, 0.3, 0.09], [0.87, 0.8, 0.09], [0.37, 0.3, 0.43], [0.87, 0.8, 0.43], [0.37, 0.8, 0.76]]"
"[0.48, 0.48, 0.47]","[1.0, 0.25, 0.15]","['Li', 'Li', 'Li', 'Li', 'Li', 'Li', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir', 'Ir']","[[0.57, 0.09, 0.65], [0.86, 0.59, 0.97], [0.07, 0.75, 0.29], [0.36, 0.21, 0.42], [0.01, 0.97, 0.79], [0.51, 0.71, 0.92], [0.26, 0.63, 0.63], [0.76, 0.85, 0.5], [0.62, 0.35, 0.13], [0.12, 0.13, 0.0], [0.4, 0.93, 0.18], [0.9, 0.43, 0.44], [0.48, 0.52, 0.78], [0.98, 0.68, 0.6], [0.09, 0.39, 0.68], [0.59, 0.18, 0.94], [0.83, 0.02, 0.31], [0.33, 0.89, 0.47]]"
"[7.1, 7.1, 6.0]","[90.0, 90.0, 119.0]","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Se', 'Se', 'Se', 'Se']","[[0.59, 0.16, 0.12], [0.59, 0.66, 0.12], [0.09, 0.66, 0.12], [0.76, 0.49, 0.62], [0.26, 0.99, 0.62], [0.26, 0.49, 0.62], [0.76, 0.99, 0.62], [0.09, 0.16, 0.12], [0.43, 0.82, 0.37], [0.43, 0.82, 0.87]]"
"[4.9, 7.1, 7.1]","[96.0, 109.0, 70.0]","['V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'V', 'Si', 'Si', 'Si', 'Ge', 'Ge', 'Ge']","[[0.55, 0.6, 0.54], [0.61, 0.95, 0.82], [0.02, 0.16, 0.4], [0.5, 0.31, 0.27], [0.98, 0.6, 0.66], [0.47, 0.95, 0.49], [0.06, 0.16, 0.01], [0.54, 0.31, 0.71], [0.02, 0.5, 0.26], [0.98, 0.76, 0.01], [0.52, 0.6, 0.06], [0.06, 0.95, 0.66], [0.94, 0.3, 0.71], [0.47, 0.61, 0.82], [0.05, 0.95, 0.26], [0.6, 0.29, 0.4]]"
"[8.0, 8.0, 5.8]","[90.0, 90.0, 119.0]","['Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga', 'Ga']","[[0.94, 0.18, 0.91], [0.94, 0.67, 0.41], [0.69, 0.18, 0.41], [0.69, 0.43, 0.91], [0.18, 0.67, 0.91], [0.18, 0.43, 0.41], [0.26, 0.1, 0.66], [0.6, 0.76, 0.16], [0.6, 0.76, 0.66], [0.26, 0.1, 0.16], [0.33, 0.43, 0.91], [0.33, 0.82, 0.41], [0.93, 0.04, 0.41], [0.93, 0.82, 0.91], [0.54, 0.04, 0.91], [0.54, 0.43, 0.41], [0.93, 0.43, 0.66], [0.93, 0.43, 0.16]]"
"[5.6, 5.6, 5.6]","[59.0, 59.0, 59.0]","['In', 'In', 'Rh', 'Rh', 'Rh', 'S', 'S']","[[0.56, 0.54, 0.03], [0.06, 0.04, 0.53], [0.06, 0.04, 0.03], [0.06, 0.54, 0.03], [0.56, 0.04, 0.53], [0.77, 0.75, 0.75], [0.34, 0.33, 0.32]]"
"[4.6, 4.6, 4.6]","[59.0, 59.0, 59.0]","['Sc', 'Sn', 'Rh', 'Rh']","[[0.05, 0.42, 0.84], [0.55, 0.92, 0.34], [0.8, 0.17, 0.59], [0.3, 0.67, 0.09]]"
"[4.1, 4.1, 4.1]","[59.0, 59.0, 59.0]","['Ca', 'Si', 'Si']","[[0.14, 0.24, 0.95], [0.64, 0.74, 0.45], [0.89, 0.99, 0.7]]"
"[6.3, 6.0, 5.7]","[66.0, 61.0, 91.0]","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Co', 'Co', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.26, 0.84, 0.31], [0.75, 0.79, 0.31], [0.78, 0.3, 0.29], [0.77, 0.79, 0.81], [0.26, 0.79, 0.82], [0.26, 0.29, 0.82], [0.76, 0.29, 0.81], [0.27, 0.29, 0.3], [0.06, 0.05, 0.56], [0.55, 0.05, 0.57], [0.97, 0.53, 0.55], [0.56, 0.54, 0.56], [0.47, 0.1, 0.06], [0.06, 0.1, 0.06]]"
"[8.0, 8.0, 3.7]","[90.0, 90.0, 90.0]","['Ho', 'Ho', 'Ho', 'Ho', 'In', 'In', 'Au', 'Au', 'Au', 'Au']","[[0.43, 0.95, 0.4], [0.08, 0.6, 0.4], [0.93, 0.1, 0.4], [0.58, 0.45, 0.4], [0.26, 0.28, 0.9], [0.76, 0.78, 0.9], [0.9, 0.4, 0.9], [0.63, 0.15, 0.9], [0.4, 0.65, 0.9], [0.13, 0.9, 0.9]]"
"[0.1, 0.1, 11.9]","[90.0, 90.0, 90.0]","['Lu', 'Lu', 'Lu', 'Lu', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Cu', 'Cu', 'Cu', 'Cu']","[[0.26, 0.29, 0.64], [0.76, 0.79, 0.14], [0.76, 0.79, 0.64], [0.26, 0.29, 0.14], [0.76, 0.29, 0.64], [0.26, 0.79, 0.14], [0.93, 0.95, 0.39], [0.43, 0.45, 0.89], [0.43, 0.63, 0.39], [0.93, 0.13, 0.89], [0.1, 0.63, 0.89], [0.6, 0.13, 0.39], [0.6, 0.95, 0.89], [0.1, 0.45, 0.39], [0.43, 0.63, 0.7], [0.93, 0.13, 0.2], [0.93, 0.95, 0.68], [0.43, 0.45, 0.18], [0.6, 0.13, 0.68], [0.1, 0.63, 0.18], [0.1, 0.95, 0.7], [0.6, 0.45, 0.2], [0.76, 0.29, 0.89], [0.26, 0.79, 0.39], [0.6, 0.95, 0.51], [0.1, 0.45, 0.01], [0.1, 0.63, 0.51], [0.6, 0.13, 0.0]]"
"[6.5, 6.5, 6.5]","[131.0, 131.0, 70.0]","['Ac', 'Y', 'Y', 'Y']","[[0.38, 0.73, 0.89], [0.13, 0.98, 0.39], [0.63, 0.48, 0.39], [0.88, 0.23, 0.89]]"
"[5.5, 5.5, 8.5]","[90.0, 90.0, 134.0]","['Pr', 'Pr', 'Zn', 'Zn', 'Zn', 'Zn', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni', 'Ni']","[[0.36, 0.65, 0.11], [0.23, 0.78, 0.61], [0.94, 0.06, 0.41], [0.65, 0.36, 0.31], [0.65, 0.36, 0.91], [0.94, 0.06, 0.81], [0.51, 0.5, 0.61], [0.08, 0.93, 0.11], [0.41, 0.59, 0.83], [0.18, 0.83, 0.88], [0.18, 0.83, 0.33], [0.41, 0.59, 0.38]]"
"[8.3, 8.3, 8.3]","[59.0, 59.0, 59.0]","['Cs', 'Cs', 'Pd', 'I', 'I', 'I', 'I', 'I', 'I']","[[0.29, 0.3, 0.81], [0.79, 0.8, 0.31], [0.04, 0.05, 0.56], [0.81, 0.29, 0.32], [0.28, 0.29, 0.32], [0.81, 0.81, 0.8], [0.28, 0.81, 0.8], [0.28, 0.81, 0.32], [0.81, 0.29, 0.8]]"
"[4.7, 6.5, 6.5]","[97.0, 111.0, 68.0]","['Dy', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Re', 'Re']","[[0.23, 0.59, 0.39], [0.94, 0.37, 0.61], [0.51, 0.81, 0.17], [0.73, 0.36, 0.16], [0.73, 0.82, 0.62], [0.73, 0.59, 0.89], [0.23, 0.59, 0.89], [0.73, 0.09, 0.39], [0.23, 0.09, 0.39], [0.87, 0.94, 0.03], [0.59, 0.24, 0.75], [0.23, 0.94, 0.75], [0.23, 0.23, 0.03]]"
"[8.3, 8.3, 8.3]","[29.0, 29.0, 29.0]","['Sm', 'Tl', 'Se', 'Se']","[[0.11, 0.49, 0.92], [0.61, 0.99, 0.42], [0.84, 0.23, 0.65], [0.38, 0.76, 0.19]]"
"[5.5, 5.5, 7.8]","[90.0, 90.0, 90.0]","['La', 'La', 'La', 'La', 'Fe', 'Fe', 'Fe', 'Fe', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.54, 0.07, 0.18], [0.04, 0.57, 0.68], [0.04, 0.57, 0.18], [0.54, 0.07, 0.68], [0.54, 0.57, 0.43], [0.04, 0.07, 0.93], [0.04, 0.07, 0.43], [0.54, 0.57, 0.93], [0.04, 0.07, 0.18], [0.54, 0.57, 0.68], [0.04, 0.07, 0.68], [0.54, 0.57, 0.18], [0.23, 0.75, 0.93], [0.73, 0.25, 0.43], [0.35, 0.39, 0.93], [0.85, 0.89, 0.43], [0.23, 0.39, 0.43], [0.73, 0.89, 0.93], [0.35, 0.75, 0.43], [0.85, 0.25, 0.93]]"
"[4.5, 7.5, 7.7]","[90.0, 90.0, 90.0]","['Sm', 'Sm', 'Sm', 'Sm', 'Ge', 'Ge', 'Ge', 'Ge', 'Pt', 'Pt', 'Pt', 'Pt']","[[0.15, 0.3, 0.45], [0.15, 0.8, 0.35], [0.65, 0.27, 0.85], [0.65, 0.77, 0.95], [0.15, 0.59, 0.75], [0.15, 0.09, 0.05], [0.65, 0.99, 0.55], [0.65, 0.49, 0.25], [0.15, 0.47, 0.06], [0.15, 0.97, 0.74], [0.65, 0.11, 0.24], [0.65, 0.61, 0.56]]"
"[4.0, 4.0, 6.2]","[90.0, 90.0, 119.0]","['Ca', 'La']","[[0.91, 0.97, 0.17], [0.24, 0.64, 0.67]]"
"[5.3, 5.3, 5.3]","[90.0, 90.0, 90.0]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Sb', 'Sb']","[[0.46, 0.59, 0.51], [0.96, 0.34, 0.76], [0.21, 0.09, 0.26], [0.46, 0.59, 0.01], [0.96, 0.84, 0.76], [0.71, 0.09, 0.26], [0.96, 0.59, 0.26], [0.46, 0.09, 0.76]]"
"[4.6, 5.8, 7.4]","[90.0, 90.0, 90.0]","['Nd', 'Nd', 'Nd', 'Nd', 'Pt', 'Pt', 'Pt', 'Pt']","[[0.3, 0.46, 0.34], [0.3, 0.24, 0.84], [0.8, 0.74, 0.98], [0.8, 0.96, 0.48], [0.3, 0.96, 0.2], [0.3, 0.74, 0.7], [0.8, 0.24, 0.12], [0.8, 0.46, 0.62]]"
"[4.0, 4.0, 4.0]","[59.0, 59.0, 59.0]","['As', 'Rh', 'Rh']","[[0.73, 0.38, 0.99], [0.98, 0.63, 0.24], [0.48, 0.13, 0.74]]"
"[5.5, 5.5, 5.4]","[90.0, 90.0, 119.0]","['Ta', 'Ta', 'Zn', 'Zn', 'Zn', 'Zn', 'N', 'N', 'N', 'N', 'N', 'N']","[[0.25, 0.83, 0.63], [0.59, 0.49, 0.13], [0.92, 0.16, 0.38], [0.92, 0.16, 0.88], [0.59, 0.99, 0.13], [0.08, 0.49, 0.13], [0.08, 0.99, 0.05], [0.6, 0.99, 0.55], [0.08, 0.47, 0.55], [0.59, 0.49, 0.72], [0.92, 0.66, 0.38], [0.42, 0.16, 0.88]]"
"[3.7, 7.4, 7.6]","[90.0, 90.0, 90.0]","['Gd', 'Gd', 'Gd', 'Gd', 'In', 'In', 'Ni', 'Ni', 'Ni', 'Ni']","[[0.42, 0.36, 0.31], [0.42, 0.02, 0.94], [0.42, 0.52, 0.81], [0.42, 0.86, 0.44], [0.92, 0.19, 0.62], [0.92, 0.69, 0.12], [0.92, 0.82, 0.73], [0.92, 0.57, 0.52], [0.92, 0.07, 0.23], [0.92, 0.32, 0.02]]"
"[6.3, 5.6, 6.3]","[63.0, 53.0, 63.0]","['Zn', 'Zn', 'Ag', 'Ag', 'Ag', 'Ag', 'Ge', 'Ge', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.37, 0.75, 0.75], [0.37, 0.25, 0.75], [0.87, 0.75, 0.25], [0.37, 0.75, 0.25], [0.87, 0.25, 0.75], [0.87, 0.75, 0.75], [0.87, 0.25, 0.25], [0.37, 0.25, 0.25], [0.66, 0.01, 0.53], [0.11, 0.48, 0.08], [0.64, 0.47, 0.53], [0.12, 0.01, 0.09], [0.64, 0.0, 0.09], [0.11, 0.48, 0.53], [0.64, 0.48, 0.09], [0.11, 0.0, 0.53]]"
"[6.1, 6.1, 6.1]","[59.0, 59.0, 59.0]","['Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Pd', 'Pd']","[[0.39, 0.78, 0.14], [0.89, 0.78, 0.14], [0.39, 0.28, 0.14], [0.39, 0.28, 0.64], [0.89, 0.28, 0.64], [0.39, 0.78, 0.64], [0.89, 0.78, 0.64], [0.89, 0.28, 0.14], [0.89, 0.78, 0.64], [0.39, 0.28, 0.64]]"
"[2.9, 2.9, 3.0]","[90.0, 90.0, 119.0]","['Cr', 'B', 'B']","[[0.18, 0.97, 0.15], [0.52, 0.64, 0.65], [0.85, 0.31, 0.65]]"
"[5.0, 5.0, 8.1]","[90.0, 90.0, 119.0]","['Sc', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge', 'Ge']","[[0.23, 0.42, 0.26], [0.73, 0.42, 0.51], [0.73, 0.92, 0.51], [0.23, 0.92, 0.51], [0.73, 0.42, 0.01], [0.73, 0.92, 0.01], [0.23, 0.92, 0.01], [0.23, 0.42, 0.9], [0.56, 0.08, 0.76], [0.89, 0.75, 0.76], [0.56, 0.08, 0.26], [0.89, 0.75, 0.26], [0.23, 0.42, 0.62]]"
"[4.8, 4.8, 4.8]","[59.0, 59.0, 59.0]","['Tb', 'Cd', 'Pd', 'Pd']","[[0.89, 0.2, 0.68], [0.39, 0.7, 0.18], [0.64, 0.95, 0.43], [0.14, 0.45, 0.93]]"
"[4.0, 4.0, 9.2]","[103.0, 103.0, 90.0]","['Pr', 'Pr', 'Mn', 'Mn', 'Si', 'Si', 'Si', 'Si']","[[0.37, 0.99, 0.79], [0.01, 0.63, 0.05], [0.74, 0.31, 0.42], [0.24, 0.31, 0.42], [0.8, 0.86, 0.55], [0.68, 0.75, 0.28], [0.18, 0.25, 0.28], [0.3, 0.36, 0.55]]"
"[6.8, 6.8, 8.3]","[82.0, 82.0, 50.0]","['U', 'U', 'Nb', 'Nb', 'Nb', 'Nb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.68, 0.15, 0.45], [0.58, 0.25, 0.95], [0.14, 0.69, 0.7], [0.12, 0.71, 0.2], [0.37, 0.45, 0.45], [0.88, 0.95, 0.95], [0.91, 0.68, 0.85], [0.15, 0.92, 0.05], [0.35, 0.72, 0.55], [0.11, 0.48, 0.35], [0.69, 0.46, 0.29], [0.37, 0.15, 0.61], [0.58, 0.94, 0.11], [0.89, 0.26, 0.79], [0.51, 0.33, 0.45], [0.76, 0.08, 0.95], [0.33, 0.37, 0.11], [0.45, 0.5, 0.79], [0.93, 0.02, 0.29], [0.79, 0.9, 0.61]]"
"[3.6, 3.6, 6.1]","[90.0, 90.0, 120.0]","['Yb', 'Yb']","[[0.64, 0.24, 0.15], [0.97, 0.91, 0.65]]"
"[5.4, 5.4, 5.4]","[59.0, 59.0, 59.0]","['Sm', 'Sm', 'Tl', 'Hg']","[[0.95, 0.77, 0.15], [0.45, 0.27, 0.65], [0.7, 0.52, 0.9], [0.2, 0.02, 0.4]]"
"[6.3, 6.3, 6.2]","[90.0, 90.0, 119.0]","['Cs', 'Cs', 'Ni', 'Ni', 'F', 'F', 'F', 'F', 'F', 'F']","[[0.65, 0.52, 0.69], [0.99, 0.19, 0.19], [0.32, 0.85, 0.94], [0.32, 0.85, 0.44], [0.17, 0.99, 0.69], [0.51, 0.77, 0.19], [0.17, 0.56, 0.69], [0.51, 0.15, 0.19], [0.95, 0.99, 0.69], [0.7, 0.77, 0.19]]"
"[4.8, 4.8, 5.8]","[90.0, 90.0, 119.0]","['Cs', 'Cs', 'O', 'O', 'O', 'O']","[[0.86, 0.89, 0.91], [0.86, 0.89, 0.41], [0.2, 0.56, 0.16], [0.53, 0.23, 0.66], [0.53, 0.23, 0.16], [0.2, 0.56, 0.66]]"
"[5.6, 5.6, 8.0]","[90.0, 90.0, 90.0]","['Pr', 'Nb', 'Nb', 'Nb', 'Nb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.4, 0.21, 0.72], [0.9, 0.21, 0.46], [0.4, 0.71, 0.46], [0.9, 0.21, 0.98], [0.4, 0.71, 0.98], [0.65, 0.46, 0.95], [0.65, 0.95, 0.48], [0.15, 0.96, 0.95], [0.15, 0.46, 0.48], [0.15, 0.46, 0.95], [0.15, 0.96, 0.48], [0.65, 0.95, 0.95], [0.65, 0.46, 0.48], [0.9, 0.21, 0.72], [0.4, 0.71, 0.72], [0.9, 0.21, 0.22], [0.4, 0.71, 0.22]]"
"[6.2, 6.2, 11.3]","[65.0, 65.0, 57.0]","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'Pb', 'Pb', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[[0.13, 0.54, 0.56], [0.21, 0.46, 0.06], [0.07, 0.11, 0.43], [0.8, 0.31, 0.93], [0.57, 0.61, 0.43], [0.3, 0.81, 0.93], [0.85, 0.87, 0.28], [0.66, 0.02, 0.68], [0.62, 0.07, 0.18], [0.39, 0.35, 0.78], [0.16, 0.51, 0.28], [0.85, 0.86, 0.78], [0.57, 0.58, 0.17], [0.3, 0.0, 0.67], [0.69, 0.35, 0.58], [0.9, 0.73, 0.04], [0.29, 0.98, 0.17], [0.05, 0.62, 0.8], [0.78, 0.26, 0.3], [0.55, 0.11, 0.08], [0.01, 0.21, 0.54], [0.38, 0.84, 0.3], [0.95, 0.71, 0.54], [0.46, 0.33, 0.04]]"
